pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
124.775,-100.13,90.0,bottom,J1,,None,TE_776228-1,776228-1,tht
105.485,-98.23,-90.0,top,J2,,,Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,Conn_02x02_Odd_Even,tht
