pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
113.985,-96.72,-90.0,bottom,J1,,None,TE_776228-1,776228-1,tht
133.275,-98.62,90.0,top,J2,,,Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,Conn_02x02_Odd_Even,tht
